16,2000-01-03 18:30:47.0,92.8,1
19,2000-01-20 19:29:37.0,97.75,1
22,2000-02-01 02:43:07.0,93.57,1
28,2000-01-01 05:15:50.0,91.72,1
54,2000-01-03 21:28:32.0,99.83,1
66,2000-01-08 16:03:55.0,98.64,1
74,2000-01-04 01:41:36.0,98.36,1
94,2000-01-04 07:29:07.0,95.06,1
134,2000-01-04 07:48:04.0,98.12,1
169,2000-01-23 23:51:01.0,94.57,1
179,2000-01-09 07:18:32.0,93.97,1
182,2000-01-03 23:17:13.0,96.06,1
183,2000-01-21 13:25:39.0,92.9,1
186,2000-01-09 05:45:33.0,91.83,1
208,2000-01-19 02:19:07.0,98.65,1
212,2000-01-14 02:08:26.0,90.74,1
216,2000-01-09 07:55:48.0,96.54,1
224,2000-01-23 04:51:44.0,93.84,1
227,2000-01-25 03:03:41.0,96.18,1
246,2000-01-01 19:13:33.0,90.88,1
265,2000-01-09 02:41:17.0,97.68,1
284,2000-01-03 09:44:33.0,99.24,1
293,2000-02-01 23:12:07.0,98.59,1
295,2000-02-04 01:24:07.0,95.08,1
296,2000-02-05 00:19:35.0,93.83,1
303,2000-01-26 23:28:02.0,93.36,1
306,2000-01-07 10:36:19.0,95.05,1
312,2000-02-01 15:08:47.0,97.11,1
334,2000-01-26 07:06:39.0,92.54,1
335,2000-01-21 03:43:35.0,97.92,1
345,2000-01-19 10:02:54.0,97.87,1
346,2000-01-15 00:34:35.0,97.93,1
369,2000-01-08 22:48:00.0,93.75,1
374,2000-01-02 15:25:50.0,97.08,1
379,2000-02-02 09:11:22.0,99.21,1
382,2000-02-04 16:04:59.0,98.45,1
389,2000-01-20 08:57:35.0,92.09,1
410,2000-01-08 16:26:29.0,93.99,1
465,2000-02-01 07:31:20.0,91.73,1
473,2000-01-31 20:12:11.0,90.42,1
476,2000-02-06 01:21:56.0,97.29,1
536,2000-01-07 09:02:52.0,93.7,1
542,2000-01-30 05:58:44.0,94.25,1
548,2000-01-25 19:52:44.0,97.14,1
555,2000-01-19 15:51:21.0,95.97,1
564,2000-01-24 05:32:31.0,93.51,1
570,2000-01-20 19:24:53.0,98.87,1
575,2000-01-09 07:48:34.0,96.78,1
584,2000-01-26 13:50:56.0,92.72,1
585,2000-01-20 15:47:13.0,90.54,1
589,2000-01-30 07:28:44.0,96.82,1
597,2000-01-31 06:41:35.0,94.72,1
603,2000-01-24 19:25:07.0,98.84,1
604,2000-02-06 03:00:09.0,97.77,1
613,2000-02-05 21:56:34.0,92.85,1
629,2000-01-24 14:53:34.0,98.41,1
630,2000-02-05 21:32:18.0,95.95,1
639,2000-01-27 15:38:22.0,93.93,1
669,2000-01-20 18:43:45.0,96.47,1
678,2000-01-27 08:24:33.0,97.35,1
684,2000-01-16 21:46:04.0,90.01,1
693,2000-01-08 23:09:26.0,92.32,1
705,2000-01-25 07:15:03.0,90.82,1
712,2000-01-15 13:06:36.0,97.37,1
714,2000-01-10 21:26:16.0,97.06,1
717,2000-01-01 13:48:35.0,96.31,1
718,2000-01-29 04:45:27.0,96.79,1
743,2000-01-08 11:10:21.0,93.18,1
762,2000-01-05 23:33:17.0,92.55,1
764,2000-02-06 05:43:04.0,96.46,1
773,2000-01-31 16:08:41.0,91.72,1
775,2000-01-28 05:27:28.0,95.42,1
779,2000-01-27 08:40:02.0,91.33,1
792,2000-02-05 23:02:40.0,91.9,1
797,2000-01-23 10:56:55.0,96.0,1
798,2000-02-05 00:05:30.0,90.92,1
818,2000-01-17 08:30:35.0,98.83,1
827,2000-01-30 19:15:59.0,91.59,1
828,2000-01-05 21:49:57.0,91.92,1
830,2000-01-19 22:29:51.0,92.56,1
840,2000-01-16 10:11:49.0,91.94,1
841,2000-01-13 04:29:46.0,90.55,1
842,2000-01-20 08:39:19.0,92.99,1
861,2000-01-23 15:51:00.0,92.76,1
881,2000-01-27 20:33:56.0,98.22,1
884,2000-01-07 18:26:51.0,93.81,1
893,2000-01-25 10:10:12.0,91.8,1
916,2000-01-23 06:13:08.0,92.23,1
919,2000-01-17 08:42:00.0,96.05,1
929,2000-01-05 07:03:07.0,94.2,1
930,2000-01-14 04:59:51.0,97.75,1
932,2000-01-03 01:16:09.0,99.28,1
941,2000-01-29 19:59:31.0,90.61,1
949,2000-01-27 12:46:30.0,91.07,1
955,2000-01-28 20:30:34.0,93.01,1
960,2000-02-03 18:44:06.0,97.08,1
971,2000-01-07 03:45:10.0,91.76,1
978,2000-01-10 18:30:22.0,97.55,1
994,2000-01-11 05:14:59.0,91.6,1
995,2000-01-28 04:09:06.0,96.87,1
1008,2000-01-25 20:54:22.0,98.11,1
1011,2000-01-02 03:19:23.0,98.16,1
1013,2000-01-10 22:17:43.0,91.96,1
1022,2000-01-04 21:58:44.0,93.16,1
1023,2000-01-13 10:25:59.0,90.29,1
1026,2000-01-19 08:02:32.0,94.54,1
1031,2000-01-02 12:49:15.0,94.03,1
1033,2000-01-23 22:05:22.0,91.64,1
1046,2000-01-02 06:26:22.0,98.22,1
